atom_count,case_id,certificate_bytes,checker_kernel_ms,claim,coefficient_sum_bits,digest_match,generation_ms,max_coefficient_bits,oracle_calls,repetition,strict_margin,trust_level
4,timing_shortest_L400_p4_unsupported,23934,73.716646,nonnegative_weight_unsupported,3,True,174.63634,1,4,10,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,73.061619,nonnegative_weight_unsupported,3,True,176.621314,1,4,11,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,72.288126,nonnegative_weight_unsupported,3,True,177.94086,1,4,12,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,75.873387,nonnegative_weight_unsupported,3,True,174.323813,1,4,13,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,71.350486,nonnegative_weight_unsupported,3,True,176.893171,1,4,14,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,74.963022,nonnegative_weight_unsupported,3,True,175.490209,1,4,15,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,73.950156,nonnegative_weight_unsupported,3,True,176.432722,1,4,16,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,73.066466,nonnegative_weight_unsupported,3,True,173.918124,1,4,17,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,77.695261,nonnegative_weight_unsupported,3,True,242.970174,1,4,18,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,73.057473,nonnegative_weight_unsupported,3,True,177.401874,1,4,19,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,75.499371,nonnegative_weight_unsupported,3,True,175.147226,1,4,20,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,73.284153,nonnegative_weight_unsupported,3,True,174.977281,1,4,21,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,73.805309,nonnegative_weight_unsupported,3,True,173.497375,1,4,22,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,79.101927,nonnegative_weight_unsupported,3,True,175.035639,1,4,23,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,74.665171,nonnegative_weight_unsupported,3,True,174.383983,1,4,24,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,72.01745,nonnegative_weight_unsupported,3,True,173.657975,1,4,25,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,72.950152,nonnegative_weight_unsupported,3,True,174.613746,1,4,26,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,75.031995,nonnegative_weight_unsupported,3,True,180.646012,1,4,27,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,73.865737,nonnegative_weight_unsupported,3,True,246.083906,1,4,28,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,73.380657,nonnegative_weight_unsupported,3,True,176.179101,1,4,29,1/4,P1_FULLY_CHECKABLE
4,timing_shortest_L400_p4_unsupported,23934,72.92217,nonnegative_weight_unsupported,3,True,174.475559,1,4,30,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.577475,nonnegative_weight_unsupported,3,True,9.336936,1,4,1,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.71792,nonnegative_weight_unsupported,3,True,9.952689,1,4,2,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.930328,nonnegative_weight_unsupported,3,True,10.08689,1,4,3,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.77483,nonnegative_weight_unsupported,3,True,9.696284,1,4,4,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.712488,nonnegative_weight_unsupported,3,True,9.171428,1,4,5,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.571056,nonnegative_weight_unsupported,3,True,9.180832,1,4,6,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.674435,nonnegative_weight_unsupported,3,True,9.000302,1,4,7,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.518026,nonnegative_weight_unsupported,3,True,8.891459,1,4,8,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,1.017775,nonnegative_weight_unsupported,3,True,9.038069,1,4,9,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.783689,nonnegative_weight_unsupported,3,True,9.23917,1,4,10,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.824706,nonnegative_weight_unsupported,3,True,11.894037,1,4,11,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.771155,nonnegative_weight_unsupported,3,True,8.952401,1,4,12,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.631175,nonnegative_weight_unsupported,3,True,9.797016,1,4,13,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.79422,nonnegative_weight_unsupported,3,True,8.949356,1,4,14,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.497506,nonnegative_weight_unsupported,3,True,8.650519,1,4,15,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.516995,nonnegative_weight_unsupported,3,True,8.548846,1,4,16,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.475512,nonnegative_weight_unsupported,3,True,8.643878,1,4,17,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.479729,nonnegative_weight_unsupported,3,True,8.536007,1,4,18,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.501731,nonnegative_weight_unsupported,3,True,8.595986,1,4,19,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.93427,nonnegative_weight_unsupported,3,True,8.604379,1,4,20,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,1.053067,nonnegative_weight_unsupported,3,True,10.227361,1,4,21,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.595893,nonnegative_weight_unsupported,3,True,9.836845,1,4,22,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,1.053548,nonnegative_weight_unsupported,3,True,9.304268,1,4,23,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.707595,nonnegative_weight_unsupported,3,True,8.859882,1,4,24,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.491216,nonnegative_weight_unsupported,3,True,9.18552,1,4,25,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.484185,nonnegative_weight_unsupported,3,True,9.381473,1,4,26,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.993418,nonnegative_weight_unsupported,3,True,9.284848,1,4,27,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.907739,nonnegative_weight_unsupported,3,True,9.36653,1,4,28,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.73803,nonnegative_weight_unsupported,3,True,9.163246,1,4,29,1/4,P1_FULLY_CHECKABLE
4,timing_tight_explicit_p4,1934,0.736158,nonnegative_weight_unsupported,3,True,8.863797,1,4,30,1/4,P1_FULLY_CHECKABLE
